m,p,t,Re,cl1,cd1,cl2,cd2,cl3,cd3,clmax,clmin
0.0,0.0,0.09,700000.0,-1.1256743718592965,0.035566281407035175,0.001537688442211028,0.0045852763819095475,1.127329648241206,0.03577809045226132,1.127329648241206,-1.1256743718592965
0.0,0.0,0.09,900000.0,-1.1736929648241206,0.0363260301507537,-0.0122050251256282,0.0043749748743718,1.1730798994974876,0.0323970351758793,1.1740929648241207,-1.1736929648241206
0.0,0.0,0.09,1000000.0,-1.2300417085427136,0.03389216080402,0.0093442211055274,0.0043235175879396,1.2306361809045228,0.0337583417085427,1.2306361809045228,-1.2300417085427136
0.0,0.0,0.1,300000.0,-1.010229648241206,0.0417213065326633,0.008773869346734,0.0074760301507537,0.9993944723618092,0.0350657788944724,1.0093261306532664,-1.010229648241206
0.0,0.0,0.11,200000.0,-1.019636180904523,0.0419071356783919,-0.3038085427135678,0.0099171859296482,1.0059859296482412,0.0364292462311557,1.0197829145728643,-1.019636180904523
0.0,0.0,0.11,1000000.0,-1.3359964824120605,0.0337307537688442,0.0128201005025123,0.0050656783919597,1.3363994974874371,0.0294016582914572,1.3368336683417086,-1.3359964824120605
0.0,0.0,0.14,400000.0,-1.2403497487437185,0.0520624623115578,0.0015738693467336406,0.007412412060301507,1.2225025125628142,0.038181608040200994,1.242542713567839,-1.2403497487437185
0.0,0.0,0.14,500000.0,-1.2654542713567838,0.04998693467336684,0.012687437185929422,0.006952060301507537,1.249880904522613,0.033492964824120584,1.267553768844221,-1.2654542713567838
0.0,0.0,0.14,1000000.0,-1.4194271356783918,0.0360422613065326,-0.0125748743718594,0.0060469346733668,1.421307537688442,0.0360061809045226,1.421307537688442,-1.4194271356783918
0.0,0.0,0.15,400000.0,-1.2453386934673367,0.0528498492462311,0.0126391959798992,0.007814472361809,1.2236814070351758,0.0373081407035175,1.247454773869347,-1.2453386934673367
0.0,0.0,0.15,500000.0,-1.2723698492462312,0.0476397487437185,0.0031899497487436,0.0073127135678391,1.2529577889447236,0.0336104020100502,1.2752226130653266,-1.2723698492462312
0.0,0.0,0.15,600000.0,-1.3045020100502511,0.045474824120603,0.0042854271356783,0.006973216080402,1.3025396984924624,0.0365272361809045,1.306145728643216,-1.3045020100502511
0.0,0.0,0.15,900000.0,-1.3995778894472362,0.036667336683417075,-0.01310954773869362,0.006464824120603015,1.4016698492462312,0.03661934673366834,1.4016698492462312,-1.3995778894472362
0.0,0.0,0.16,200000.0,-1.2120939698492463,0.04639899497487438,-0.012687437185929795,0.011120150753768843,1.2130939698492462,0.04641567839195979,1.2130939698492462,-1.2120939698492463
0.0,0.0,0.16,700000.0,-1.1692,0.17941,-0.012976884422110702,0.007094824120603015,1.3287422110552765,0.032938944723618045,1.3412165829145728,
0.0,0.0,0.16,900000.0,-1.3981959798994976,0.0356838190954773,0.0131216080402007,0.0067372361809045,1.4002281407035175,0.0356314070351758,1.4007346733668342,-1.3981959798994976
0.0,0.0,0.16,1000000.0,-1.4248251256281408,0.04069452261306533,-0.013193969849246381,0.006633618090452261,1.4140437185929648,0.0342245728643216,1.4274306532663317,-1.4248251256281408
0.0,0.0,0.17,100000.0,-1.1588743718592964,0.0456813567839196,-0.0182834170854273,0.0201260301507537,1.1506020100502512,0.0425267336683416,1.1591407035175878,-1.1588743718592964
0.0,0.0,0.18,100000.0,-1.1430989949748742,0.04366457286432161,0.012310552763818877,0.020565376884422108,1.1272753768844221,0.03947964824120604,1.1477597989949748,-1.1430989949748742
0.0,0.0,0.18,700000.0,-1.3342160804020102,0.047940251256281416,-0.012940703517588095,0.007696030150753768,1.1368472361809046,0.016173869346733663,1.3370396984924622,-1.3342160804020102
0.0,0.0,0.19,100000.0,-1.1443929648241207,0.04378256281407035,-0.016076381909547924,0.02108688442211055,1.1343366834170856,0.03881492462311558,1.1451547738693466,-1.1443929648241207
0.0,0.0,0.19,400000.0,-1.0839306532663318,0.0185257788944723,-0.0125427135678393,0.0093484422110552,1.0841316582914573,0.0185157788944723,1.0841316582914573,-1.0839306532663318
0.0,0.0,0.19,500000.0,-1.1225090452261306,0.0175418592964824,-0.0126391959798996,0.0087372361809045,1.122413065326633,0.0175318592964824,1.122413065326633,-1.1225090452261306
0.0,0.0,0.2,100000.0,-1.144491959798995,0.04752804020100503,0.015364824120602744,0.021458743718592962,1.1240773869346734,0.03585814070351759,1.1463201005025125,-1.144491959798995
0.0,0.0,0.2,300000.0,-1.0546733668341708,0.0204506030150753,-0.0119045226130654,0.0107704020100502,1.0548844221105529,0.0204406030150753,1.0548844221105529,-1.0546733668341708
0.0,0.0,0.21,500000.0,-1.2435643216080403,0.06430512562814072,-0.012494472361809186,0.009442412060301508,1.1096603015075377,0.01984673366834171,1.2468185929648241,-1.2435643216080403
0.0,0.0,0.21,600000.0,-1.2774829145728643,0.052490452261306525,-0.012590954773869498,0.00894603015075377,1.14871432160804,0.01955293969849245,1.280486432160804,-1.2774829145728643
0.0,0.0,0.22,300000.0,-1.088718592964824,0.0214750753768844,-0.0122170854271358,0.0116536180904522,1.0888195979899498,0.0214550753768844,1.0888195979899498,-1.088718592964824
0.0,0.0,0.22,600000.0,-1.2608402010050253,0.0611380904522613,0.0124703517587937,0.009274824120603,1.1289768844221106,0.0192,1.2641316582914572,-1.2608402010050253
0.0,0.0,0.23,700000.0,-1.2762859296482412,0.05813306532663318,0.012446231155778673,0.009184824120603015,1.1653824120603014,0.02095472361809044,1.2798045226130652,-1.2762859296482412
0.0,0.0,0.23,800000.0,-1.3009954773869346,0.04767597989949749,-0.012578894472361962,0.0089278391959799,1.185489447236181,0.020230351758793962,1.304599497487437,-1.3009954773869346
0.0,0.0,0.24,600000.0,-1.1464306532663318,0.022860904522613065,-0.08501306532663308,0.009941557788944722,1.1464934673366836,0.022809095477386927,1.1464934673366836,-1.1464306532663318
0.01,0.1,0.17,400000.0,-1.130502512562814,0.051309145728643216,0.004263316582914654,0.00862,1.4173904522613063,0.04307633165829141,1.4338145728643217,-1.130502512562814
0.01,0.1,0.19,1000000.0,-1.2539899497487437,0.04877206030150754,-0.023334673366834396,0.00742854271356784,1.1953582914572864,0.015198994974874367,1.5711688442211054,-1.2539899497487437
0.01,0.1,0.24,300000.0,-0.9869502512562814,0.02711914572864321,0.08272412060301512,0.012490301507537688,1.0396336683417085,0.02483643216080402,1.0396336683417085,-0.9869502512562814
0.01,0.2,0.13,1000000.0,-1.301893467336683,0.0311608040201005,0.1135442211055274,0.005854824120603,1.4822301507537687,0.0319253266331658,1.4941256281407034,-1.301893467336683
0.01,0.2,0.15,1000000.0,-1.332700502512563,0.0429505527638191,0.1136010050251253,0.006424824120603,1.5008165829145728,0.032870904522613,1.50548391959799,-1.332700502512563
0.01,0.2,0.2,300000.0,-1.0101150753768844,0.0231497487437185,-0.0073909547738694,0.0108,1.1132773869346737,0.019198944723618,1.328519095477387,-1.0101150753768844
0.01,0.3,0.12,100000.0,-0.7717170854271357,0.04672070351758793,0.4305613065326635,0.014391959798994974,1.141785929648241,0.04368929648241204,1.1470336683417086,-0.7717170854271357
0.01,0.3,0.12,400000.0,-1.0660527638190955,0.034210251256281396,0.10208793969849247,0.006740402010050252,1.2630341708542714,0.03514738693467339,1.2822015075376885,-1.0660527638190955
0.01,0.3,0.17,400000.0,-1.1826175879396985,0.057257939698492445,0.09208743718592984,0.008622010050251256,1.2903738693467337,0.03397613065326633,1.307703015075377,-1.1826175879396985
0.01,0.3,0.19,800000.0,-1.170378391959799,0.019035527638190955,0.013122864321608127,0.007836231155778894,1.4189969849246231,0.03717437185929645,1.4276482412060303,-1.170378391959799
0.01,0.5,0.13,400000.0,-1.1262150753768845,0.04534738693467337,0.14197386934673345,0.007116030150753769,1.2915010050251257,0.039798643216080384,1.3073437185929648,-1.1262150753768845
0.01,0.6,0.1,700000.0,-1.0762010050251258,0.0278664824120603,0.2362286432160803,0.0049849246231155,1.2924070351758794,0.0286936683417085,1.301235175879397,-1.0762010050251258
0.01,0.6,0.11,1000000.0,-1.2418959798994975,0.03576195979899498,0.16169698492462328,0.0051001005025125635,1.4508447236180906,0.03519743718592968,1.4508447236180906,-1.2418959798994975
0.01,0.6,0.13,100000.0,-0.887111055,0.051936985,0.56178995,0.015063417,1.153757789,0.044812814,1.170527638,-0.887111055
0.01,0.6,0.16,200000.0,-1.1115582914572864,0.040488793969849245,0.24990402010050236,0.011181356783919598,1.3052130653266332,0.05485412060301505,1.3052130653266332,-1.1115582914572864
0.01,0.7,0.15,200000.0,-1.0953366834170855,0.04329140703517587,0.25032512562814074,0.01085964824120603,1.2880959798994975,0.04332628140703517,1.2942507537688441,-1.0953366834170855
0.01,0.8,0.1,300000.0,-0.9077231155778894,0.035125376884422105,0.38931306532663335,0.00721753768844221,1.1674728643216081,0.04274311557788947,1.1674728643216081,-0.9077231155778894
0.02,0.1,0.15,300000.0,-0.7046482412060301,0.05223693467336683,0.1823874371859297,0.008933316582914573,1.5127035175879395,0.03934291457286432,1.5127035175879395,-0.7046482412060301
0.02,0.1,0.17,1000000.0,-1.1313899497487439,0.052268944723618094,0.20538140703517566,0.007454120603015075,1.6771643216080403,0.055962663316582915,1.6872708542713568,-1.1313899497487439
0.02,0.2,0.22,900000.0,-1.1850708542713568,0.0643727135678392,0.0732130653266329,0.0085517085427135,1.583535175879397,0.0419708040201004,1.595981407035176,-1.1850708542713568
0.02,0.3,0.11,200000.0,-0.6202854271356784,0.030180301507537723,0.3808125628140703,0.009327788944723619,1.2661331658291457,0.03939613065326631,1.2891944723618092,-0.6202854271356784
0.02,0.3,0.2,600000.0,-1.106045728643216,0.023783718592964825,0.09336633165829153,0.008815276381909548,1.4547788944723616,0.03413035175879394,1.4652653266331659,-1.106045728643216
0.02,0.3,0.21,600000.0,-1.0936522613065327,0.024579698492462315,0.08547788944723597,0.009118542713567839,1.4461155778894472,0.0345763819095477,1.4597195979899498,-1.0936522613065327
0.02,0.4,0.19,500000.0,-1.1017527638190954,0.0242898994974874,0.2375788944723615,0.0089512060301507,1.386005527638191,0.0351520603015075,1.4046552763819096,-1.1017527638190954
0.02,0.4,0.21,900000.0,-1.225564824120603,0.0398800502512562,0.3134407035175879,0.0083262311557788,1.4643718592964825,0.0359084924623115,1.4871869346733668,-1.225564824120603
0.02,0.5,0.11,700000.0,-0.9646472361809044,0.0144380904522613,-0.7717492462311557,0.0053322110552763,1.4102391959798994,0.0321178894472361,1.426497487437186,-0.9646472361809044
0.02,0.6,0.17,700000.0,-1.1836773869346735,0.024460854271356785,0.28127688442211035,0.007313618090452261,1.4862306532663319,0.03792738693467339,1.504081407035176,-1.1836773869346735
0.02,0.7,0.08,700000.0,,,0.5437718592964823,0.0048899497487437,1.2398201005025125,0.0332633668341708,1.2398201005025125,
0.02,0.7,0.19,900000.0,-1.2383457286432162,0.034729949748743716,0.09997738693467308,0.007174572864321609,1.559540201005025,0.04164386934673363,1.5718984924623116,-1.2383457286432162
0.02,0.8,0.23,500000.0,-1.2099743718592966,0.03640603015075376,-0.010643216080401974,0.00994145728643216,1.4434577889447238,0.05018005025125628,1.4519989949748744,-1.2099743718592966
0.03,0.1,0.07,200000.0,,,,,,,,
0.03,0.1,0.24,900000.0,-0.9796432160804021,0.08415728643216082,0.25936080402010053,0.009564824120603015,1.5160929648241206,0.09507527638190955,1.5339834170854272,-0.9796432160804021
0.03,0.2,0.07,200000.0,-0.536175879396985,0.1635009296482412,0.4345190954773869,0.0082267839195979,1.238491959798995,0.0403817085427135,1.2495673366834172,
0.03,0.2,0.19,400000.0,-1.0080638190954776,0.033226984924623115,0.19103216080402016,0.009794522613065326,1.647138190954774,0.04467804020100503,1.6584748743718594,-1.0080638190954776
0.03,0.2,0.23,700000.0,-1.0199452261306532,0.0347097487437185,0.1729507537688441,0.0096156281407035,1.6517899497487436,0.0585285427135678,1.6591869346733668,-1.0199452261306532
0.03,0.3,0.07,900000.0,,,0.3304412060301508,0.004750402010050251,1.3441864321608041,0.03149437185929648,1.3441864321608041,
0.03,0.4,0.08,1000000.0,,,0.356624121,0.00451603,1.426485427,0.029325126,1.426485427,
0.03,0.5,0.1,700000.0,-0.7501301507537689,0.022070050251256284,0.5178919597989953,0.005224170854271358,1.4570979899497487,0.03508964824120604,1.472535175879397,-0.7501301507537689
0.03,0.5,0.18,200000.0,-1.0718748743718596,0.0363313065326633,0.4834025125628139,0.01281,1.3594482412060305,0.0369623618090452,1.4264286432160804,-1.0718748743718596
0.03,0.6,0.08,500000.0,,,-0.17510603015075377,0.0020180904522613067,1.256747989949749,0.028724547738693464,1.256747989949749,
0.03,0.6,0.13,200000.0,-0.8460743718592965,0.03895653266331657,0.7533587939698491,0.010959849246231156,1.4175075376884423,0.052281859296482415,1.431835175879397,-0.8460743718592965
0.03,0.6,0.18,300000.0,-1.082313567839196,0.033708391959799,0.5330904522613064,0.01062,1.410424623115578,0.04238417085427134,1.4442738693467336,-1.082313567839196
0.03,0.7,0.15,400000.0,-1.0770236180904522,0.0321606030150753,0.6780798994974877,0.0085516582914572,1.4650532663316582,0.0363375376884422,1.5006075376884422,-1.0770236180904522
0.03,0.8,0.16,1000000.0,-1.0909532663316583,0.025092663316582914,0.5175361809045225,0.006670150753768845,1.715108040201005,0.03660175879396984,1.740086432160804,-1.0909532663316583
0.03,0.8,0.2,400000.0,-1.2123597989949748,0.027983919597989945,0.4613663316582914,0.009877185929648242,1.4803804020100504,0.03507758793969849,1.5374527638190956,-1.2123597989949748
0.04,0.1,0.11,200000.0,,,,,,,,
0.04,0.1,0.15,700000.0,,,0.791600502512563,0.0125152763819095,1.693243718592965,0.050584120603015,1.693243718592965,
0.04,0.2,0.07,400000.0,,,0.2912,0.00385,1.3471603015075377,0.027753115577889446,1.3605693467336684,
0.04,0.2,0.07,700000.0,,,0.6210608040201006,0.0079755778894472,1.4206939698492462,0.027604472361809,1.4206939698492462,
0.04,0.2,0.09,300000.0,-0.3340618090452262,0.0818197989949749,0.6190311557788943,0.0104152763819095,1.4481371859296484,0.0250761809045225,1.449119095477387,-0.3340618090452262
0.04,0.3,0.15,600000.0,-0.6040472361809046,0.018719447236180905,0.5039472361809044,0.008262060301507538,1.6367150753768844,0.024190150753768846,1.6438477386934673,-0.6040472361809046
0.04,0.3,0.19,1000000.0,-1.1351110552763821,0.029963668341708535,0.5285587939698492,0.008653417085427136,1.751337688442211,0.03319321608040198,1.7557035175879396,-1.1351110552763821
0.04,0.3,0.24,200000.0,-0.7660557788944723,0.036294623115577886,0.2559999999999999,0.015260050251256282,1.3087316582914574,0.027877487437185926,1.4838653266331656,-0.7660557788944723
0.04,0.3,0.24,300000.0,-0.9777477386934673,0.04863070351758794,0.2683472361809044,0.013144070351758793,1.1786050251256281,0.020464472361809045,1.5928231155778896,-0.9777477386934673
0.04,0.4,0.1,1000000.0,-0.7237678391959799,0.0314862311557788,0.5819532663316583,0.0053849246231155,1.5728582914572864,0.0313881407035175,1.5850783919597988,-0.7237678391959799
0.04,0.6,0.17,100000.0,-0.7649859296482412,0.0408681407035175,1.0793929648241205,0.0224049748743718,1.414361809045226,0.0343352763819095,1.5185743718592963,-0.7649859296482412
0.04,0.6,0.22,100000.0,-1.003805527638191,0.05281653266331658,0.9886296482412059,0.027491105527638192,1.446564824120603,0.04153849246231157,1.5069286432160804,-1.003805527638191
0.05,0.1,0.14,300000.0,-0.2287668341708542,0.1055676633165829,0.7386477386934673,0.0075665326633165,1.3568015075376885,0.0290827135678392,1.3568015075376885,-0.2287668341708542
0.05,0.1,0.15,400000.0,-0.22678844221105526,0.13453643216080402,0.7283261306532665,0.0070682914572864335,1.4254512562814072,0.03351804020100503,1.4254512562814072,
0.05,0.2,0.18,300000.0,-0.1270075376884422,0.0562532663316582,0.6666603015075375,0.0140803517587939,1.7029959798994974,0.0383155778894472,1.7164045226130653,-0.1270075376884422
0.05,0.2,0.18,700000.0,-0.597017588,0.031670553,0.684341709,0.011531055,1.897148744,0.04695794,1.914302513,-0.597017588
0.05,0.2,0.2,500000.0,-0.4528718592964823,0.024535326633165825,0.632172864321608,0.012613467336683417,1.7815412060301508,0.042052864321608055,1.8158628140703519,-0.4528718592964823
0.05,0.2,0.2,600000.0,,,0.6469562814070352,0.012097236180904523,1.8633502512562814,0.05572447236180906,1.8633502512562814,
0.05,0.2,0.21,100000.0,-0.1710417085427135,0.0719320100502512,0.4449713567839196,0.0199917085427135,1.1109804020100502,0.0375022110552763,1.1109804020100502,-0.1710417085427135
0.05,0.3,0.11,500000.0,,,0.6397718592964823,0.00824743718592965,1.5843467336683417,0.01978251256281407,1.5843467336683417,
0.05,0.3,0.22,400000.0,-0.6807879396984926,0.027557537688442216,0.5502753768844221,0.01244140703517588,1.75985175879397,0.04889075376884425,1.7682939698492464,-0.6807879396984926
0.05,0.4,0.09,400000.0,,,0.6852648241206031,0.007252110552763819,1.4107673366834173,0.027077336683417094,1.4699778894472362,
0.05,0.4,0.13,1000000.0,-0.795152261,0.026797915,0.809757286,0.006853116,1.656112563,0.036114121,1.671147236,-0.795152261
0.05,0.4,0.15,300000.0,-0.4013422110552764,0.0280378391959799,0.7064939698492461,0.0101921105527638,1.6084899497487437,0.0260314070351758,1.6164497487437186,-0.4013422110552764
0.05,0.4,0.18,500000.0,-0.8837291457286433,0.0420403517587939,0.753778894472362,0.0098477386934673,1.6756291457286432,0.0330939195979899,1.6803427135678393,-0.8837291457286433
0.05,0.4,0.2,400000.0,,,0.7302070351758796,0.011265527638190954,1.6520422110552764,0.03559859296482412,1.6673175879396984,
0.05,0.5,0.13,200000.0,-0.3210115577889447,0.0613309547738693,0.7354190954773868,0.0124153768844221,1.4457552763819097,0.0206531155778894,1.4580587939698493,-0.3210115577889447
0.05,0.5,0.22,300000.0,-0.8183572864321608,0.04090623115577889,0.6081331658291459,0.013333015075376884,1.5685341708542715,0.04245467336683418,1.5987668341708543,-0.8183572864321608
0.05,0.6,0.17,900000.0,-0.8268613065326633,0.04449547738693467,0.8105356783919597,0.007207010050251256,1.724578391959799,0.05348788944723617,1.7368015075376886,-0.8268613065326633
0.05,0.6,0.2,800000.0,-0.8012256281407035,0.07238482412060301,0.6809020100502512,0.008106030150753769,1.685418592964824,0.048711809045226116,1.707894472361809,-0.8012256281407035
0.05,0.6,0.21,500000.0,-0.827729648,0.073316633,0.683995477,0.009964824,1.62581407,0.05075593,1.643574372,-0.827729648
0.05,0.8,0.11,800000.0,-0.940724120603015,0.04324180904522613,1.0839894472361808,0.011314170854271357,1.7476336683417084,0.039055527638190944,1.761291457286432,-0.940724120603015
0.05,0.8,0.15,100000.0,-0.5771251256281408,0.0447895477386935,1.158566834170854,0.0215481909547738,1.6422723618090451,0.0644970351758793,1.6422723618090451,-0.5771251256281408
0.05,0.8,0.15,300000.0,-1.0518929648241206,0.044054472361809045,1.1204100502512562,0.015344773869346733,1.5982070351758795,0.04507336683417087,1.644272864321608,-1.0518929648241206
0.06,0.2,0.13,100000.0,-0.2966964824120604,0.1190869346733668,0.8777904522613065,0.0222846231155778,1.337286934673367,0.041795728643216,1.337286934673367,-0.2966964824120604
0.06,0.2,0.14,1000000.0,0.0221036850921272,0.0616215577889447,1.0141793969849249,0.0112282914572864,2.0312497487437184,0.0379039195979899,2.034077889447236,
0.06,0.2,0.23,400000.0,-0.0775427135678394,0.02248090452261307,0.3700603015075377,0.01605190954773869,1.6220020100502515,0.05036462311557784,1.6220020100502515,-0.0775427135678394
0.06,0.3,0.11,400000.0,-0.2577201005025125,0.1285856783919598,0.8449467336683416,0.0103817085427135,1.7172718592964824,0.0216909547738693,1.7172718592964824,-0.2577201005025125
0.06,0.3,0.21,1000000.0,-0.8952226130653267,0.03755447236180906,0.2035984924623115,0.010888442211055277,1.9347814070351759,0.04625768844221105,1.9484005025125628,-0.8952226130653267
0.06,0.4,0.13,600000.0,-0.35650251256281407,0.025276683417085426,0.8158201005025126,0.008912060301507537,1.6833231155778894,0.020128341708542698,1.6833231155778894,-0.35650251256281407
0.06,0.4,0.16,1000000.0,-0.7569562814070352,0.02576356783919597,0.9879371859296483,0.008394924623115578,1.7947703517587938,0.02516447236180904,1.796965326633166,-0.7569562814070352
0.06,0.4,0.19,500000.0,-0.6934984924623115,0.04201683417085425,0.8605341708542716,0.010843969849246233,1.774194472361809,0.03578246231155778,1.7876628140703517,-0.6934984924623115
0.06,0.4,0.23,800000.0,-0.7707874371859297,0.0325464824120603,0.4032371859296482,0.01089140703517588,1.7784095477386934,0.049457487437185935,1.7852276381909549,-0.7707874371859297
0.06,0.5,0.12,200000.0,-0.35824824120603016,0.16091934673366834,0.8459824120603013,0.013352211055276382,1.5468492462311558,0.020045678391959778,1.5492371859296483,-0.35824824120603016
0.06,0.5,0.17,200000.0,-0.4368909547738693,0.0455986934673366,0.930569849246231,0.0149150753768844,1.6470819095477387,0.0308051758793969,1.660197487437186,-0.4368909547738693
0.06,0.6,0.12,500000.0,-0.203391959798995,0.0195301507537688,1.2608798994974872,0.0084535678391959,1.6263276381909548,0.046061608040201,1.6523532663316582,-0.203391959798995
0.06,0.7,0.15,900000.0,-0.5781195979899497,0.0428216582914572,1.1379206030150752,0.007606432160804,1.8160045226130648,0.0500487437185929,1.849353768844221,-0.5781195979899497
0.06,0.7,0.18,600000.0,-0.6175195979899497,0.025688140703517586,0.9645623115577888,0.010951557788944723,1.7448844221105528,0.04739949748743718,1.7787512562814072,-0.6755090452261308
0.06,0.8,0.1,500000.0,,,1.2363743718592963,0.016777839195979898,1.6592125628140704,0.042632914572864326,1.7011608040201005,
0.06,0.8,0.14,200000.0,-0.5202236180904523,0.091328391959799,1.2489597989949748,0.02083361809045226,1.5846778894472362,0.05067552763819094,1.693489447236181,-0.7445834170854271
0.06,0.8,0.17,700000.0,-1.009,0.05594,1.051634673366834,0.014041959798994974,1.8215969849246232,0.04894708542713567,1.855648743718593,
0.07,0.1,0.12,700000.0,,,,,,,,
0.07,0.2,0.1,300000.0,-0.2129286432160804,0.13770603015075375,0.9853055276381909,0.01786527638190955,1.8343698492462313,0.031477889447236174,1.8406894472361808,
0.07,0.2,0.11,200000.0,-0.19056281407035175,0.12538035175879397,0.9455829145728643,0.008375879396984925,1.5918537688442211,0.03287582914572862,1.8210638190954773,-0.19056281407035175
0.07,0.2,0.14,500000.0,-0.2090733668341708,0.1664293969849246,0.8687366834170854,0.0157026633165829,1.9610532663316584,0.0387910050251256,1.988668341708543,
0.07,0.2,0.24,800000.0,-0.3596391959798995,0.0227798492462311,0.3227085427135679,0.0144404020100502,1.7707628140703515,0.0705812060301507,1.774670351758794,-0.3596391959798995
0.07,0.3,0.07,100000.0,-0.284029648241206,0.11159693467336684,0.925219095477387,0.01659824120603015,1.5348311557788945,0.029571457286432158,1.5395286432160804,-0.284029648241206
0.07,0.3,0.15,600000.0,0.0011311557788944,0.018829648241206,1.0199758793969849,0.0116645226130653,2.007608040201005,0.0385307035175879,2.007740703517588,0.0011311557788944
0.07,0.3,0.16,800000.0,-0.2816115577889447,0.0218852261306532,1.027048743718593,0.0109199497487437,2.03488391959799,0.0383743216080401,2.043084924623116,-0.2816115577889447
0.07,0.4,0.1,300000.0,-0.28737386934673365,0.15045241206030152,0.9122859296482414,0.0097178391959799,1.658129648241206,0.018277437185929647,1.6588693467336684,-0.28737386934673365
0.07,0.4,0.24,700000.0,-0.6230924623115578,0.0343637688442211,0.3633276381909547,0.0120507537688442,1.827810050251256,0.05371216080402,1.837586432160804,-0.6230924623115578
0.07,0.5,0.12,200000.0,,,1.0637904522613066,0.01472065326633166,1.662577889447236,0.020659447236180906,1.6742190954773868,
0.07,0.6,0.16,200000.0,-0.3609140703517587,0.041590653266331656,1.4032809045226127,0.020284522613065327,1.6571301507537688,0.029488492462311534,1.6914899497487437,-0.3609140703517587
0.07,0.6,0.19,600000.0,-0.4841834170854271,0.0456071859296482,1.0426663316582914,0.0098962311557788,1.7766256281407034,0.0502165326633165,1.7928316582914572,-0.4841834170854271
0.07,0.7,0.2,400000.0,-0.9651708542713568,0.0506416582914572,1.2292733668341709,0.0177599999999999,1.7464145728643217,0.0475384422110552,1.7910241206030149,-0.9651708542713568
0.07,0.8,0.19,100000.0,-0.5299778894472362,0.107535,1.3380658291457286,0.0337322110552763,1.6841396984924624,0.0463723618090452,1.780394974874372,-0.5299778894472362
0.07,0.8,0.2,900000.0,,,0.9873442211055278,0.017404924623115575,1.8855050251256282,0.04766728643216082,1.9427381909547738,
0.08,0.1,0.2,200000.0,,,,,,,,
0.08,0.1,0.23,300000.0,0.30581608040201,0.0646371859296482,0.4943341708542714,0.0326106532663316,1.299894974874372,0.0748354271356783,1.299894974874372,0.30581608040201
0.08,0.2,0.19,100000.0,-0.16650301507537688,0.17896768844221106,0.6767698492462313,0.03107356783919598,1.2614859296482412,0.0474862311557789,1.2614859296482412,-0.16650301507537688
0.08,0.3,0.11,300000.0,-0.219929648241206,0.1588849748743718,0.9269150753768842,0.0151293969849246,1.929372864321608,0.0273182412060301,1.9341005025125628,-0.219929648241206
0.08,0.3,0.11,600000.0,,,0.924557286,0.012140754,1.925259296,0.022735729,1.935601005,
0.08,0.3,0.13,200000.0,-0.217488442,0.163792965,1.125228141,0.017382462,1.932684925,0.039076784,1.932684925,-0.217488442
0.08,0.3,0.19,300000.0,-0.2171226130653266,0.2054375376884422,0.7294326633165829,0.0175414572864321,1.869894974874372,0.0383883417085427,1.869894974874372,-0.2171226130653266
0.08,0.4,0.19,1000000.0,-0.38272864321608047,0.017116633165829148,0.5425366834170854,0.010181356783919598,2.0135974874371856,0.03998412060301505,2.025288442211055,-0.38272864321608047
0.08,0.4,0.22,100000.0,,,,,,,,
0.08,0.6,0.09,200000.0,-0.277117085,0.102436533,1.582529397,0.02042995,1.582529397,0.02042995,1.582529397,-0.277117085
0.08,0.6,0.11,600000.0,0.008367839195979998,0.027246783919598012,1.5992371859296481,0.009520502512562814,1.60526783919598,0.009974824120603016,1.6204391959798996,0.008367839195979998
0.08,0.6,0.13,800000.0,-0.03118442211055283,0.015989045226130653,1.1477648241206029,0.00828,1.6037929648241205,0.009977336683417087,1.8275236180904522,-0.03118442211055283
0.08,0.6,0.17,200000.0,,,1.5279899497487437,0.024819798994974874,1.7726829145728644,0.035849296482412064,1.8028125628140703,
0.08,0.6,0.19,500000.0,-0.3246989949748743,0.03000668341708542,1.1514849246231156,0.012207738693467337,1.836356783919598,0.05402251256281407,1.8476768844221105,-0.3246989949748743
0.08,0.6,0.2,1000000.0,-0.4220532663316583,0.02989557788944723,0.9648020100502512,0.00855175879396985,1.8947587939698494,0.05895608040201002,1.905410552763819,-0.4220532663316583
0.08,0.7,0.23,500000.0,-0.8823442211055277,0.04567547738693468,1.0819829145728643,0.020368140703517588,1.8614874371859296,0.06548407035175878,1.8821115577889447,-0.8823442211055277
0.08,0.8,0.23,500000.0,-0.946829648,0.046229548,0.993217588,0.023164322,1.821499497,0.051375528,1.896762814,-0.946829648
